Identity,Type,Source,Source Owner,Account Name,Entitlement Name,Display Name,Description,Decision Comments,Status,Recipient,Requester,Completed,Comments
N1_q55F823628CCA4D N1_q55F823628CCA4D (N1_q55F823628CCA4D),Entitlement,Database Access Review,Peter Fictum (100254),n1_q55f823628cca4d,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2021, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2021, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
e8D61E915F63F4B e8D61E915F63F4B (e8D61E915F63F4B),Entitlement,Database Access Review,Peter Fictum (100254),e8d61e915f63f4b,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2006, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2006, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
CHba4ITBZSjR0Aw CHba4ITBZSjR0Aw (CHba4ITBZSjR0Aw),Entitlement,Database Access Review,Peter Fictum (100254),chba4itbzsjr0aw,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2009, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2009, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
dc1\msvc_q5k88m1dcb$ dc1\msvc_q5k88m1dcb$ (dc1\msvc_q5k88m1dcb$),Entitlement,Database Access Review,Peter Fictum (100254),dc1\msvc_q5k88m1dcb$,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2018, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2018, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
CHba4ITBZSjR0Aw CHba4ITBZSjR0Aw (CHba4ITBZSjR0Aw),Entitlement,Database Access Review,Peter Fictum (100254),chba4itbzsjr0aw,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2024, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2024, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
goon_01hzg5v5ftkcf3bvc4gzrgwn9d goon_01hzg5v5ftkcf3bvc4gzrgwn9d (goon_01hzg5v5ftkcf3bvc4gzrgwn9d),Entitlement,Database Access Review,Peter Fictum (100254),goon_01hzg5v5ftkcf3bvc4gzrgwn9d,Entitlement,"Server: A2PWPSQL01, Database: GoDaddy, DB Role: db_datawriter, Status: Enabled","Server: A2PWPSQL01, Database: GoDaddy, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
goon_01j1trtjmdjgs87htfpp485dbs goon_01j1trtjmdjgs87htfpp485dbs (goon_01j1trtjmdjgs87htfpp485dbs),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1trtjmdjgs87htfpp485dbs,Entitlement,"Server: P3PWPSQL02, Database: gdInterCompanyReceipt, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: gdInterCompanyReceipt, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
Ex9ajxlEd2Rsx4e Ex9ajxlEd2Rsx4e (Ex9ajxlEd2Rsx4e),Entitlement,Database Access Review,Peter Fictum (100254),ex9ajxled2rsx4e,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2006, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2006, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
goon_01j0trnjagv51zwg5bwdky8pan goon_01j0trnjagv51zwg5bwdky8pan (goon_01j0trnjagv51zwg5bwdky8pan),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j0trnjagv51zwg5bwdky8pan,Entitlement,"Server: P3PWPSQL02, Database: merchantAccounts, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: merchantAccounts, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
Gregory Perschbacher (200307),Entitlement,Database Access Review,Peter Fictum (100254),dc1\gperschbacher,Entitlement,"Server: A2PWPSQL01, Database: SSL, DB Role: db_datawriter, Status: Enabled, Via AD Group: Dev-orion App","Server: A2PWPSQL01, Database: SSL, DB Role: db_datawriter, Status: Enabled, Via AD Group: Dev-orion App",,Finished,Peter Fictum (100254),Hemanth Kumar Guntupalli (419032),"2/23/26, 5:05 PM",
e8D61E915F63F4B e8D61E915F63F4B (e8D61E915F63F4B),Entitlement,Database Access Review,Peter Fictum (100254),e8d61e915f63f4b,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2025, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2025, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
Ex9ajxlEd2Rsx4e Ex9ajxlEd2Rsx4e (Ex9ajxlEd2Rsx4e),Entitlement,Database Access Review,Peter Fictum (100254),ex9ajxled2rsx4e,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2022, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2022, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
a8HN9Xm7HY6OWEa a8HN9Xm7HY6OWEa (a8HN9Xm7HY6OWEa),Entitlement,Database Access Review,Peter Fictum (100254),a8hn9xm7hy6owea,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2009, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2009, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
cd3NFgOLLZkhZzk cd3NFgOLLZkhZzk (cd3NFgOLLZkhZzk),Entitlement,Database Access Review,Peter Fictum (100254),cd3nfgollzkhzzk,Entitlement,"Server: A2PWHYDRASQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: A2PWHYDRASQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
goon_01j1trtjmdjgs87htfpp485dbs goon_01j1trtjmdjgs87htfpp485dbs (goon_01j1trtjmdjgs87htfpp485dbs),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1trtjmdjgs87htfpp485dbs,Entitlement,"Server: P3PWPSQL02, Database: godaddyCPL, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: godaddyCPL, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
Qiong Wu (412584),Entitlement,Database Access Review,Peter Fictum (100254),dc1\qwu,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2025, DB Role: db_owner, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2025, DB Role: db_owner, Status: Enabled",,Open,Peter Fictum (100254),Bryan Focht (202136),,
goon_01j1tr4zwaqk4asgstxy0mjn2k goon_01j1tr4zwaqk4asgstxy0mjn2k (goon_01j1tr4zwaqk4asgstxy0mjn2k),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1tr4zwaqk4asgstxy0mjn2k,Entitlement,"Server: P3PWPSQL02, Database: godaddyBilling, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: godaddyBilling, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
a8HN9Xm7HY6OWEa a8HN9Xm7HY6OWEa (a8HN9Xm7HY6OWEa),Entitlement,Database Access Review,Peter Fictum (100254),a8hn9xm7hy6owea,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2005, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2005, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
goon_01j0trnjagv51zwg5bwdky8pan goon_01j0trnjagv51zwg5bwdky8pan (goon_01j0trnjagv51zwg5bwdky8pan),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j0trnjagv51zwg5bwdky8pan,Entitlement,"Server: P3PWPSQL02, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
dc1\msvc_q5k88m1dcb$ dc1\msvc_q5k88m1dcb$ (dc1\msvc_q5k88m1dcb$),Entitlement,Database Access Review,Peter Fictum (100254),dc1\msvc_q5k88m1dcb$,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2025, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2025, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
g499A69A4AB5441 g499A69A4AB5441 (g499A69A4AB5441),Entitlement,Database Access Review,Peter Fictum (100254),g499a69a4ab5441,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2019, DB Role: db_owner, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2019, DB Role: db_owner, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
zy7LVlWVZiZjTez zy7LVlWVZiZjTez (zy7LVlWVZiZjTez),Entitlement,Database Access Review,Peter Fictum (100254),zy7lvlwvzizjtez,Entitlement,"Server: A2PWPCISQL01, Database: goDaddyBasket, DB Role: db_datawriter, Status: Enabled","Server: A2PWPCISQL01, Database: goDaddyBasket, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
r39EF07C3E73C42 r39EF07C3E73C42 (r39EF07C3E73C42),Entitlement,Database Access Review,Peter Fictum (100254),r39ef07c3e73c42,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2023, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2023, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
r39EF07C3E73C42 r39EF07C3E73C42 (r39EF07C3E73C42),Entitlement,Database Access Review,Peter Fictum (100254),r39ef07c3e73c42,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2017, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2017, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
N1_q55F823628CCA4D N1_q55F823628CCA4D (N1_q55F823628CCA4D),Entitlement,Database Access Review,Peter Fictum (100254),n1_q55f823628cca4d,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
DC1\02d414pd4uaaA DC1\02d414pd4uaaA (DC1\02d414pd4uaaA),Entitlement,Database Access Review,Peter Fictum (100254),dc1\02d414pd4uaaa,Entitlement,"Server: P3PWACTSQL03, Database: Domains, DB Role: db_owner, Status: Enabled","Server: P3PWACTSQL03, Database: Domains, DB Role: db_owner, Status: Enabled",Refer to RITM2878181 for MSSQL Removal ticket.,Finished,Peter Fictum (100254),Brittany Randall (200303),"2/27/26, 9:03 PM",
Ex9ajxlEd2Rsx4e Ex9ajxlEd2Rsx4e (Ex9ajxlEd2Rsx4e),Entitlement,Database Access Review,Peter Fictum (100254),ex9ajxled2rsx4e,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2021, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2021, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
e8D61E915F63F4B e8D61E915F63F4B (e8D61E915F63F4B),Entitlement,Database Access Review,Peter Fictum (100254),e8d61e915f63f4b,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2011, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2011, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
Vera Oshyna (427789),Entitlement,Database Access Review,Peter Fictum (100254),dc1\voshyna,Entitlement,"Server: A2PWPSQL01, Database: GoDaddy, DB Role: db_owner, Status: Enabled","Server: A2PWPSQL01, Database: GoDaddy, DB Role: db_owner, Status: Enabled",,Finished,Peter Fictum (100254),Hemanth Kumar Guntupalli (419032),"2/19/26, 12:06 AM",
goon_01j1trt98wnqskxskyq7fek4wd goon_01j1trt98wnqskxskyq7fek4wd (goon_01j1trt98wnqskxskyq7fek4wd),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1trt98wnqskxskyq7fek4wd,Entitlement,"Server: P3PWPSQL02, Database: SSL, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: SSL, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
r39EF07C3E73C42 r39EF07C3E73C42 (r39EF07C3E73C42),Entitlement,Database Access Review,Peter Fictum (100254),r39ef07c3e73c42,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_xxxx, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_xxxx, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
ytyb676vbklm8uh ytyb676vbklm8uh (ytyb676vbklm8uh),Entitlement,Database Access Review,Peter Fictum (100254),ytyb676vbklm8uh,Entitlement,"Server: P3PWBIGRPTSQL03, Database: godaddyAccounting, DB Role: db_datawriter, Status: Enabled","Server: P3PWBIGRPTSQL03, Database: godaddyAccounting, DB Role: db_datawriter, Status: Enabled",,Finished,Peter Fictum (100254),Peter Fictum (100254),"2/27/26, 9:03 PM",
DT6TQO6Z81U0J6Y DT6TQO6Z81U0J6Y (DT6TQO6Z81U0J6Y),Entitlement,Database Access Review,Peter Fictum (100254),dt6tqo6z81u0j6y,Entitlement,"Server: A2PWPCISQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: A2PWPCISQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
n05A4824586384F n05A4824586384F (n05A4824586384F),Entitlement,Database Access Review,Peter Fictum (100254),n05a4824586384f,Entitlement,"Server: A2PWHYDRASQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: A2PWHYDRASQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
y9475B04EF79642 y9475B04EF79642 (y9475B04EF79642),Entitlement,Database Access Review,Peter Fictum (100254),y9475b04ef79642,Entitlement,"Server: P3PWBIGRPTSQL04, Database: Server Level Permission, DB Role: dbcreator, Status: Enabled","Server: P3PWBIGRPTSQL04, Database: Server Level Permission, DB Role: dbcreator, Status: Enabled",,Finished,Peter Fictum (100254),Peter Fictum (100254),"2/27/26, 9:03 PM",
k103ACDA54EE341 k103ACDA54EE341 (k103ACDA54EE341),Entitlement,Database Access Review,Peter Fictum (100254),k103acda54ee341,Entitlement,"Server: P3PWBIGRPTSQL03, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: P3PWBIGRPTSQL03, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Finished,Peter Fictum (100254),Peter Fictum (100254),"2/27/26, 9:03 PM",
Ex9ajxlEd2Rsx4e Ex9ajxlEd2Rsx4e (Ex9ajxlEd2Rsx4e),Entitlement,Database Access Review,Peter Fictum (100254),ex9ajxled2rsx4e,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2020, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2020, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
GPAdmin GPAdmin (GPAdmin),Entitlement,Database Access Review,Peter Fictum (100254),gpadmin,Entitlement,"Server: A2PWHYDRASQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: A2PWHYDRASQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
goon_01j1tq5qz035qxrd2h2vyyweza goon_01j1tq5qz035qxrd2h2vyyweza (goon_01j1tq5qz035qxrd2h2vyyweza),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1tq5qz035qxrd2h2vyyweza,Entitlement,"Server: P3PWPSQL02, Database: GoDaddy, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: GoDaddy, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
goon_01j1tr4k2av6ns00594p32xfsw goon_01j1tr4k2av6ns00594p32xfsw (goon_01j1tr4k2av6ns00594p32xfsw),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1tr4k2av6ns00594p32xfsw,Entitlement,"Server: A2PWPSQL01, Database: gdInterCompanyReceipt, DB Role: db_datawriter, Status: Enabled","Server: A2PWPSQL01, Database: gdInterCompanyReceipt, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
goon_01j0trnjagv51zwg5bwdky8pan goon_01j0trnjagv51zwg5bwdky8pan (goon_01j0trnjagv51zwg5bwdky8pan),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j0trnjagv51zwg5bwdky8pan,Entitlement,"Server: A2PWPSQL01, Database: merchantAccounts, DB Role: db_datawriter, Status: Enabled","Server: A2PWPSQL01, Database: merchantAccounts, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
goon_01j1d6ks6wbrawe1gmpcthaqg1 goon_01j1d6ks6wbrawe1gmpcthaqg1 (goon_01j1d6ks6wbrawe1gmpcthaqg1),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1d6ks6wbrawe1gmpcthaqg1,Entitlement,"Server: P3PWPSQL02, Database: gdMasterPromo, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: gdMasterPromo, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
Rahul Maurya (421405),Entitlement,Database Access Review,Peter Fictum (100254),dc1\rmaurya,Entitlement,"Server: A2PWPSQL01, Database: GoDaddy, DB Role: db_owner, Status: Enabled","Server: A2PWPSQL01, Database: GoDaddy, DB Role: db_owner, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
N2_e9C7A90E3DB8448 N2_e9C7A90E3DB8448 (N2_e9C7A90E3DB8448),Entitlement,Database Access Review,Peter Fictum (100254),n2_e9c7a90e3db8448,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2025, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2025, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
Cory Ramsey (102590),Entitlement,Database Access Review,Peter Fictum (100254),dc1\cramsey,Entitlement,"Server: P3PWBIGRPTSQL04, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: P3PWBIGRPTSQL04, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Finished,Peter Fictum (100254),Rachit Tanwar (440439),"2/27/26, 9:03 PM",
goon_01j1fpanf692rtz7k14a73mdpr goon_01j1fpanf692rtz7k14a73mdpr (goon_01j1fpanf692rtz7k14a73mdpr),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1fpanf692rtz7k14a73mdpr,Entitlement,"Server: P3PWPSQL02, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
RLAdmin RLAdmin (RLAdmin),Entitlement,Database Access Review,Peter Fictum (100254),rladmin,Entitlement,"Server: P3PWHYDRASQL02, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: P3PWHYDRASQL02, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
oDD15A7AED8D148 oDD15A7AED8D148 (oDD15A7AED8D148),Entitlement,Database Access Review,Peter Fictum (100254),odd15a7aed8d148,Entitlement,"Server: A2PWPCISQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: A2PWPCISQL01, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
N1_q55F823628CCA4D N1_q55F823628CCA4D (N1_q55F823628CCA4D),Entitlement,Database Access Review,Peter Fictum (100254),n1_q55f823628cca4d,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2017, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2017, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
N1_p31CA67B5A9FF4B N1_p31CA67B5A9FF4B (N1_p31CA67B5A9FF4B),Entitlement,Database Access Review,Peter Fictum (100254),n1_p31ca67b5a9ff4b,Entitlement,"Server: P3PWBIGRPTSQL03, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: P3PWBIGRPTSQL03, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Finished,Peter Fictum (100254),Peter Fictum (100254),"2/27/26, 9:03 PM",
goon_01j1trt98wnqskxskyq7fek4wd goon_01j1trt98wnqskxskyq7fek4wd (goon_01j1trt98wnqskxskyq7fek4wd),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1trt98wnqskxskyq7fek4wd,Entitlement,"Server: A2PWPSQL01, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled","Server: A2PWPSQL01, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
goon_01j0trnjagv51zwg5bwdky8pan goon_01j0trnjagv51zwg5bwdky8pan (goon_01j0trnjagv51zwg5bwdky8pan),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j0trnjagv51zwg5bwdky8pan,Entitlement,"Server: P3PWPSQL02, Database: GoDaddy, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: GoDaddy, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
goon_01j1tq5p8ey1vw4r5v2d3wx4cr goon_01j1tq5p8ey1vw4r5v2d3wx4cr (goon_01j1tq5p8ey1vw4r5v2d3wx4cr),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1tq5p8ey1vw4r5v2d3wx4cr,Entitlement,"Server: P3PWPSQL02, Database: merchantAccounts, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: merchantAccounts, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
r39EF07C3E73C42 r39EF07C3E73C42 (r39EF07C3E73C42),Entitlement,Database Access Review,Peter Fictum (100254),r39ef07c3e73c42,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2021, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2021, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
N2_e9C7A90E3DB8448 N2_e9C7A90E3DB8448 (N2_e9C7A90E3DB8448),Entitlement,Database Access Review,Peter Fictum (100254),n2_e9c7a90e3db8448,Entitlement,"Server: P3PWDREVSQL01, Database: deferredRevenue_2016, DB Role: db_datawriter, Status: Enabled","Server: P3PWDREVSQL01, Database: deferredRevenue_2016, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
Vera Oshyna (427789),Entitlement,Database Access Review,Peter Fictum (100254),dc1\voshyna,Entitlement,"Server: P3PWPSQL02, Database: godaddyBilling, DB Role: db_owner, Status: Enabled","Server: P3PWPSQL02, Database: godaddyBilling, DB Role: db_owner, Status: Enabled",,Finished,Peter Fictum (100254),Hemanth Kumar Guntupalli (419032),"2/19/26, 12:06 AM",
sageInstall sageInstall (sageInstall),Entitlement,Database Access Review,Peter Fictum (100254),sageinstall,Entitlement,"Server: P3PWHYDRASQL02, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled","Server: P3PWHYDRASQL02, Database: Server Level Permission, DB Role: sysadmin, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
goon_01j1tq5p8ey1vw4r5v2d3wx4cr goon_01j1tq5p8ey1vw4r5v2d3wx4cr (goon_01j1tq5p8ey1vw4r5v2d3wx4cr),Entitlement,Database Access Review,Peter Fictum (100254),goon_01j1tq5p8ey1vw4r5v2d3wx4cr,Entitlement,"Server: A2PWPSQL01, Database: GoDaddyCPL, DB Role: db_datawriter, Status: Enabled","Server: A2PWPSQL01, Database: GoDaddyCPL, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
N1_q55F823628CCA4D N1_q55F823628CCA4D (N1_q55F823628CCA4D),Entitlement,Database Access Review,Peter Fictum (100254),n1_q55f823628cca4d,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_xxxx, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_xxxx, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
e8D61E915F63F4B e8D61E915F63F4B (e8D61E915F63F4B),Entitlement,Database Access Review,Peter Fictum (100254),e8d61e915f63f4b,Entitlement,"Server: A2PWDREVSQL02, Database: deferredRevenue_2024, DB Role: db_datawriter, Status: Enabled","Server: A2PWDREVSQL02, Database: deferredRevenue_2024, DB Role: db_datawriter, Status: Enabled",,Open,Peter Fictum (100254),Peter Fictum (100254),,
goon_01hzg5v5ftkcf3bvc4gzrgwn9d goon_01hzg5v5ftkcf3bvc4gzrgwn9d (goon_01hzg5v5ftkcf3bvc4gzrgwn9d),Entitlement,Database Access Review,Peter Fictum (100254),goon_01hzg5v5ftkcf3bvc4gzrgwn9d,Entitlement,"Server: P3PWPSQL02, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled","Server: P3PWPSQL02, Database: gdMasterCatalog, DB Role: db_datawriter, Status: Enabled",Certification Items Revoked By Rachit Tanwar,Open,Peter Fictum (100254),Rachit Tanwar (440439),,
